Year,Host_City,Host_Country,NOC,Summer,Winter,Gold,Silver,Bronze,Total_Medals,Rating,Rank
1984,Sarajevo,BIH,FIN,False,True,4,3,9,16,27,3
1984,Sarajevo,BIH,NOR,False,True,5,3,4,12,25,4
1984,Sarajevo,BIH,USA,False,True,4,4,0,8,20,5
1984,Sarajevo,BIH,SWE,False,True,4,2,2,8,18,6
1984,Sarajevo,BIH,FRG,False,True,2,1,2,5,10,7
1984,Sarajevo,BIH,CAN,False,True,2,1,1,4,9,8
1984,Sarajevo,BIH,SUI,False,True,2,1,1,4,9,9
1984,Sarajevo,BIH,TCH,False,True,0,2,4,6,8,10
1984,Sarajevo,BIH,ITA,False,True,2,0,0,2,6,11
1984,Sarajevo,BIH,FRA,False,True,0,1,2,3,4,12
1984,Sarajevo,BIH,GBR,False,True,1,0,0,1,3,13
1984,Sarajevo,BIH,JPN,False,True,0,1,0,1,2,14
1984,Sarajevo,BIH,LIE,False,True,0,0,2,2,2,15
1984,Sarajevo,BIH,YUG,False,True,0,1,0,1,2,16
1984,Sarajevo,BIH,AUT,False,True,0,0,1,1,1,17
1984,Los Angeles,USA,USA,True,False,94,57,29,180,425,1
1984,Los Angeles,USA,FRG,True,False,18,21,26,65,122,2
1984,Los Angeles,USA,ROU,True,False,17,15,17,49,98,3
1984,Los Angeles,USA,CAN,True,False,9,18,19,46,82,4
1984,Los Angeles,USA,ITA,True,False,18,6,11,35,77,5
1984,Los Angeles,USA,CHN,True,False,14,11,9,34,73,6
1984,Los Angeles,USA,JPN,True,False,10,8,17,35,63,7
1984,Los Angeles,USA,GBR,True,False,5,12,23,40,62,8
1984,Los Angeles,USA,FRA,True,False,5,11,15,31,52,9
1984,Los Angeles,USA,SWE,True,False,3,16,7,26,48,10
1984,Los Angeles,USA,AUS,True,False,4,9,17,30,47,11
1984,Los Angeles,USA,NZL,True,False,12,1,2,15,40,12
1984,Los Angeles,USA,KOR,True,False,6,6,7,19,37,13
1984,Los Angeles,USA,YUG,True,False,6,4,7,17,33,14
1984,Los Angeles,USA,NED,True,False,5,3,7,15,28,15
1984,Los Angeles,USA,FIN,True,False,4,2,6,12,22,16
1984,Los Angeles,USA,BRA,True,False,1,5,2,8,15,17
1984,Los Angeles,USA,SUI,True,False,0,5,4,9,14,18
1984,Los Angeles,USA,MEX,True,False,2,3,1,6,13,19
1984,Los Angeles,USA,DEN,True,False,0,3,3,6,9,20
1984,Los Angeles,USA,ESP,True,False,1,2,2,5,9,21
1984,Los Angeles,USA,BEL,True,False,1,1,2,4,7,22
1984,Los Angeles,USA,AUT,True,False,1,1,1,3,6,23
1984,Los Angeles,USA,MAR,True,False,2,0,0,2,6,24
1984,Los Angeles,USA,KEN,True,False,1,0,2,3,5,25
1984,Los Angeles,USA,POR,True,False,1,0,2,3,5,26
1984,Los Angeles,USA,JAM,True,False,0,1,2,3,4,27
1984,Los Angeles,USA,NOR,True,False,0,1,2,3,4,28
1984,Los Angeles,USA,GRE,True,False,0,1,1,2,3,29
1984,Los Angeles,USA,NGR,True,False,0,1,1,2,3,30
1984,Los Angeles,USA,PAK,True,False,1,0,0,1,3,31
1984,Los Angeles,USA,PUR,True,False,0,1,1,2,3,32
1984,Los Angeles,USA,TUR,True,False,0,0,3,3,3,33
1984,Los Angeles,USA,VEN,True,False,0,0,3,3,3,34
1984,Los Angeles,USA,ALG,True,False,0,0,2,2,2,35
1984,Los Angeles,USA,CIV,True,False,0,1,0,1,2,36
1984,Los Angeles,USA,COL,True,False,0,1,0,1,2,37
1984,Los Angeles,USA,EGY,True,False,0,1,0,1,2,38
1984,Los Angeles,USA,IRL,True,False,0,1,0,1,2,39
1984,Los Angeles,USA,PER,True,False,0,1,0,1,2,40
1984,Los Angeles,USA,SYR,True,False,0,1,0,1,2,41
1984,Los Angeles,USA,THA,True,False,0,1,0,1,2,42
1984,Los Angeles,USA,CMR,True,False,0,0,1,1,1,43
1984,Los Angeles,USA,DOM,True,False,0,0,1,1,1,44
1984,Los Angeles,USA,ISL,True,False,0,0,1,1,1,45
1984,Los Angeles,USA,TPE,True,False,0,0,1,1,1,46
1984,Los Angeles,USA,ZAM,True,False,0,0,1,1,1,47
1980,Moscow,RUS,URS,True,False,96,68,42,206,466,1
1980,Moscow,RUS,GDR,True,False,53,38,37,128,272,2
1980,Moscow,RUS,BUL,True,False,8,15,16,39,70,3
1980,Moscow,RUS,HUN,True,False,7,11,18,36,61,4
1980,Moscow,RUS,POL,True,False,3,14,15,32,52,5
1980,Moscow,RUS,ROU,True,False,6,8,11,25,45,6
1980,Moscow,RUS,CUB,True,False,8,7,5,20,43,7
1980,Moscow,RUS,GBR,True,False,5,7,10,22,39,8
1980,Moscow,RUS,FRA,True,False,8,5,3,16,37,9
1980,Moscow,RUS,ITA,True,False,8,4,5,17,37,10
1980,Moscow,RUS,AUS,True,False,4,2,5,11,21,11
1980,Moscow,RUS,SWE,True,False,3,3,6,12,21,12
1980,Moscow,RUS,TCH,True,False,2,3,9,14,21,13
1980,Moscow,RUS,YUG,True,False,2,3,4,9,16,14
1980,Moscow,RUS,FIN,True,False,3,1,4,8,15,15
1980,Moscow,RUS,ESP,True,False,1,4,2,7,13,16
1980,Moscow,RUS,DEN,True,False,2,1,2,5,10,17
1980,Moscow,RUS,AUT,True,False,1,2,1,4,8,18
1980,Moscow,RUS,BRA,True,False,2,0,2,4,8,19
1980,Moscow,RUS,ETH,True,False,2,0,2,4,8,20
1980,Moscow,RUS,PRK,True,False,0,3,2,5,8,21
1980,Moscow,RUS,MEX,True,False,0,1,4,5,6,22
1980,Moscow,RUS,MGL,True,False,0,2,2,4,6,23
1980,Moscow,RUS,SUI,True,False,2,0,0,2,6,24
1980,Moscow,RUS,GRE,True,False,1,0,2,3,5,25
1980,Moscow,RUS,NED,True,False,0,1,2,3,4,26
1980,Moscow,RUS,TAN,True,False,0,2,0,2,4,27
1980,Moscow,RUS,BEL,True,False,1,0,0,1,3,28
1980,Moscow,RUS,IND,True,False,1,0,0,1,3,29
1980,Moscow,RUS,IRL,True,False,0,1,1,2,3,30
1980,Moscow,RUS,ZIM,True,False,1,0,0,1,3,31
1980,Moscow,RUS,JAM,True,False,0,0,2,2,2,32
1980,Moscow,RUS,UGA,True,False,0,1,0,1,2,33
1980,Moscow,RUS,VEN,True,False,0,1,0,1,2,34
1980,Moscow,RUS,GUY,True,False,0,0,1,1,1,35
1980,Moscow,RUS,LBN,True,False,0,0,1,1,1,36
1980,Lake Placid,USA,URS,False,True,13,6,6,25,57,1
1980,Lake Placid,USA,GDR,False,True,10,9,6,25,54,2
1980,Lake Placid,USA,USA,False,True,6,4,2,12,28,3
1980,Lake Placid,USA,FIN,False,True,1,5,4,10,17,4
1980,Lake Placid,USA,NOR,False,True,1,4,6,11,17,5
1980,Lake Placid,USA,AUT,False,True,2,2,2,6,12,6
1980,Lake Placid,USA,LIE,False,True,2,2,0,4,10,7
1980,Lake Placid,USA,SWE,False,True,3,0,1,4,10,8
1980,Lake Placid,USA,NED,False,True,1,2,1,4,8,9
1980,Lake Placid,USA,FRG,False,True,0,2,3,5,7,10
1980,Lake Placid,USA,SUI,False,True,1,1,2,4,7,11
1980,Lake Placid,USA,ITA,False,True,0,2,0,2,4,12
1980,Lake Placid,USA,CAN,False,True,0,1,1,2,3,13
1980,Lake Placid,USA,GBR,False,True,1,0,0,1,3,14
1980,Lake Placid,USA,HUN,False,True,0,1,0,1,2,15
1980,Lake Placid,USA,JPN,False,True,0,1,0,1,2,16
1980,Lake Placid,USA,BUL,False,True,0,0,1,1,1,17
1980,Lake Placid,USA,FRA,False,True,0,0,1,1,1,18
1980,Lake Placid,USA,TCH,False,True,0,0,1,1,1,19
1976,Montréal,CAN,URS,True,False,51,38,33,122,262,1
1976,Montréal,CAN,USA,True,False,45,35,24,104,229,2
1976,Montréal,CAN,GDR,True,False,45,28,27,100,218,3
1976,Montréal,CAN,FRG,True,False,13,18,17,48,92,4
1976,Montréal,CAN,JPN,True,False,12,6,9,27,57,5
1976,Montréal,CAN,POL,True,False,7,7,13,27,48,6
1976,Montréal,CAN,ROU,True,False,4,11,14,29,48,7
1976,Montréal,CAN,BUL,True,False,6,9,7,22,43,8
1976,Montréal,CAN,HUN,True,False,4,6,14,24,38,9
1976,Montréal,CAN,CUB,True,False,6,4,3,13,29,10
1976,Montréal,CAN,ITA,True,False,2,8,4,14,26,11
1976,Montréal,CAN,GBR,True,False,3,5,5,13,24,12
1976,Montréal,CAN,CAN,True,False,0,5,7,12,17,13
1976,Montréal,CAN,FRA,True,False,2,3,5,10,17,14
1976,Montréal,CAN,FIN,True,False,4,2,0,6,16,15
1976,Montréal,CAN,TCH,True,False,2,3,4,9,16,16
1976,Montréal,CAN,YUG,True,False,2,3,3,8,15,17
1976,Montréal,CAN,SWE,True,False,4,1,0,5,14,18
1976,Montréal,CAN,BEL,True,False,0,3,4,7,10,19
1976,Montréal,CAN,KOR,True,False,1,1,4,6,9,20
1976,Montréal,CAN,NZL,True,False,2,1,1,4,9,21
1976,Montréal,CAN,SUI,True,False,1,2,2,5,9,22
1976,Montréal,CAN,NED,True,False,0,2,3,5,7,23
1976,Montréal,CAN,AUS,True,False,0,1,4,5,6,24
1976,Montréal,CAN,DEN,True,False,1,0,2,3,5,25
1976,Montréal,CAN,JAM,True,False,1,1,0,2,5,26
1976,Montréal,CAN,NOR,True,False,1,1,0,2,5,27
1976,Montréal,CAN,PRK,True,False,1,1,0,2,5,28
1976,Montréal,CAN,ESP,True,False,0,2,0,2,4,29
1976,Montréal,CAN,MEX,True,False,1,0,1,2,4,30
1976,Montréal,CAN,POR,True,False,0,2,0,2,4,31
1976,Montréal,CAN,IRI,True,False,0,1,1,2,3,32
1976,Montréal,CAN,TTO,True,False,1,0,0,1,3,33
1976,Montréal,CAN,BRA,True,False,0,0,2,2,2,34
1976,Montréal,CAN,MGL,True,False,0,1,0,1,2,35
1976,Montréal,CAN,VEN,True,False,0,1,0,1,2,36
1976,Montréal,CAN,AUT,True,False,0,0,1,1,1,37
1976,Montréal,CAN,BER,True,False,0,0,1,1,1,38
1976,Montréal,CAN,PAK,True,False,0,0,1,1,1,39
1976,Montréal,CAN,PUR,True,False,0,0,1,1,1,40
1976,Montréal,CAN,THA,True,False,0,0,1,1,1,41
1976,Innsbruck,AUS,URS,False,True,17,6,10,33,73,1
1976,Innsbruck,AUS,GDR,False,True,5,5,6,16,31,2
1976,Innsbruck,AUS,FIN,False,True,3,6,1,10,22,3
1976,Innsbruck,AUS,USA,False,True,3,3,4,10,19,4
1976,Innsbruck,AUS,FRG,False,True,2,4,3,9,17,5
1976,Innsbruck,AUS,NOR,False,True,3,3,1,7,16,6
1976,Innsbruck,AUS,AUT,False,True,2,2,2,6,12,7
1976,Innsbruck,AUS,NED,False,True,1,2,3,6,10,8
1976,Innsbruck,AUS,SUI,False,True,1,3,1,5,10,9
1976,Innsbruck,AUS,CAN,False,True,1,1,1,3,6,10
1976,Innsbruck,AUS,ITA,False,True,1,1,1,3,6,11
1976,Innsbruck,AUS,GBR,False,True,1,0,0,1,3,12
1976,Innsbruck,AUS,SWE,False,True,0,0,2,2,2,13
1976,Innsbruck,AUS,TCH,False,True,0,1,0,1,2,14
1976,Innsbruck,AUS,FRA,False,True,0,0,1,1,1,15
1976,Innsbruck,AUS,LIE,False,True,0,0,1,1,1,16
1972,Sapporo,JPN,URS,False,True,12,5,2,19,48,1
1972,Sapporo,JPN,NOR,False,True,2,8,5,15,27,2
1972,Sapporo,JPN,GDR,False,True,3,2,7,12,20,3
1972,Sapporo,JPN,NED,False,True,4,3,2,9,20,4
1972,Sapporo,JPN,USA,False,True,3,2,3,8,16,5
1972,Sapporo,JPN,SUI,False,True,2,3,2,7,14,6
1972,Sapporo,JPN,FIN,False,True,0,5,1,6,11,7
1972,Sapporo,JPN,ITA,False,True,2,2,1,5,11,8
1972,Sapporo,JPN,AUT,False,True,1,2,2,5,9,9
1972,Sapporo,JPN,FRG,False,True,2,1,1,4,9,10
1972,Sapporo,JPN,SWE,False,True,1,1,2,4,7,11
1972,Sapporo,JPN,JPN,False,True,1,1,1,3,6,12
1972,Sapporo,JPN,TCH,False,True,1,0,2,3,5,13
1972,Sapporo,JPN,FRA,False,True,0,1,2,3,4,14
1972,Sapporo,JPN,ESP,False,True,1,0,0,1,3,15
1972,Sapporo,JPN,POL,False,True,1,0,0,1,3,16
1972,Sapporo,JPN,CAN,False,True,0,1,0,1,2,17
1972,Munich,DEU,URS,True,False,57,33,23,113,260,1
1972,Munich,DEU,USA,True,False,45,32,26,103,225,2
1972,Munich,DEU,GDR,True,False,19,26,24,69,133,3
1972,Munich,DEU,JPN,True,False,18,8,8,34,78,4
1972,Munich,DEU,FRG,True,False,11,13,18,42,77,5
1972,Munich,DEU,HUN,True,False,8,13,17,38,67,6
1972,Munich,DEU,BUL,True,False,6,10,5,21,43,7
1972,Munich,DEU,POL,True,False,8,5,9,22,43,8
1972,Munich,DEU,AUS,True,False,8,7,2,17,40,9
1972,Munich,DEU,GBR,True,False,5,6,9,20,36,10
1972,Munich,DEU,ITA,True,False,5,3,11,19,32,11
1972,Munich,DEU,ROU,True,False,3,7,7,17,30,12
1972,Munich,DEU,SWE,True,False,4,6,6,16,30,13
1972,Munich,DEU,FRA,True,False,2,4,8,14,22,14
1972,Munich,DEU,KEN,True,False,3,3,4,10,19,15
1972,Munich,DEU,CUB,True,False,3,1,5,9,16,16
1972,Munich,DEU,TCH,True,False,2,4,2,8,16,17
1972,Munich,DEU,FIN,True,False,3,1,4,8,15,18
1972,Munich,DEU,NED,True,False,3,1,1,5,12,19
1972,Munich,DEU,YUG,True,False,2,1,2,5,10,20
1972,Munich,DEU,NOR,True,False,2,1,1,4,9,21
1972,Munich,DEU,CAN,True,False,0,2,4,6,8,22
1972,Munich,DEU,PRK,True,False,1,1,3,5,8,23
1972,Munich,DEU,NZL,True,False,1,1,1,3,6,24
1972,Munich,DEU,SUI,True,False,0,3,0,3,6,25
1972,Munich,DEU,IRI,True,False,0,2,1,3,5,26
1972,Munich,DEU,UGA,True,False,1,1,0,2,5,27
1972,Munich,DEU,AUT,True,False,0,1,2,3,4,28
1972,Munich,DEU,BEL,True,False,0,2,0,2,4,29
1972,Munich,DEU,COL,True,False,0,1,2,3,4,30
1972,Munich,DEU,GRE,True,False,0,2,0,2,4,31
1972,Munich,DEU,DEN,True,False,1,0,0,1,3,32
1972,Munich,DEU,ARG,True,False,0,1,0,1,2,33
1972,Munich,DEU,BRA,True,False,0,0,2,2,2,34
1972,Munich,DEU,ETH,True,False,0,0,2,2,2,35
1972,Munich,DEU,KOR,True,False,0,1,0,1,2,36
1972,Munich,DEU,LBN,True,False,0,1,0,1,2,37
1972,Munich,DEU,MEX,True,False,0,1,0,1,2,38
1972,Munich,DEU,MGL,True,False,0,1,0,1,2,39
1972,Munich,DEU,PAK,True,False,0,1,0,1,2,40
1972,Munich,DEU,TUN,True,False,0,1,0,1,2,41
1972,Munich,DEU,TUR,True,False,0,1,0,1,2,42
1972,Munich,DEU,ESP,True,False,0,0,1,1,1,43
1972,Munich,DEU,GHA,True,False,0,0,1,1,1,44
1972,Munich,DEU,IND,True,False,0,0,1,1,1,45
1972,Munich,DEU,JAM,True,False,0,0,1,1,1,46
1972,Munich,DEU,NGR,True,False,0,0,1,1,1,47
1972,Munich,DEU,NIG,True,False,0,0,1,1,1,48
1968,Mexico,MEX,USA,True,False,57,26,28,111,251,1
1968,Mexico,MEX,URS,True,False,34,34,30,98,200,2
1968,Mexico,MEX,HUN,True,False,12,11,14,37,72,3
1968,Mexico,MEX,JPN,True,False,15,6,7,28,64,4
1968,Mexico,MEX,FRG,True,False,7,11,11,29,54,5
1968,Mexico,MEX,GDR,True,False,9,8,6,23,49,6
1968,Mexico,MEX,FRA,True,False,9,3,5,17,38,7
1968,Mexico,MEX,AUS,True,False,5,8,6,19,37,8
1968,Mexico,MEX,GBR,True,False,6,5,3,14,31,9
1968,Mexico,MEX,TCH,True,False,7,3,4,14,31,10
1968,Mexico,MEX,POL,True,False,5,2,11,18,30,11
1968,Mexico,MEX,ROU,True,False,4,6,5,15,29,12
1968,Mexico,MEX,ITA,True,False,3,4,10,17,27,13
1968,Mexico,MEX,KEN,True,False,3,4,2,9,19,14
1968,Mexico,MEX,MEX,True,False,3,3,3,9,18,15
1968,Mexico,MEX,BUL,True,False,2,4,3,9,17,16
1968,Mexico,MEX,DEN,True,False,2,4,3,9,17,17
1968,Mexico,MEX,YUG,True,False,3,3,2,8,17,18
1968,Mexico,MEX,NED,True,False,3,3,1,7,16,19
1968,Mexico,MEX,CAN,True,False,1,3,2,6,11,20
1968,Mexico,MEX,SWE,True,False,2,2,1,5,11,21
1968,Mexico,MEX,IRI,True,False,2,1,2,5,10,22
1968,Mexico,MEX,FIN,True,False,1,2,1,4,8,23
1968,Mexico,MEX,AUT,True,False,0,2,2,4,6,24
1968,Mexico,MEX,CUB,True,False,0,3,0,3,6,25
1968,Mexico,MEX,SUI,True,False,0,1,4,5,6,26
1968,Mexico,MEX,TUR,True,False,2,0,0,2,6,27
1968,Mexico,MEX,ETH,True,False,1,1,0,2,5,28
1968,Mexico,MEX,MGL,True,False,0,1,3,4,5,29
1968,Mexico,MEX,NOR,True,False,1,1,0,2,5,30
1968,Mexico,MEX,NZL,True,False,1,0,2,3,5,31
1968,Mexico,MEX,BRA,True,False,0,1,2,3,4,32
1968,Mexico,MEX,TUN,True,False,1,0,1,2,4,33
1968,Mexico,MEX,BEL,True,False,0,1,1,2,3,34
1968,Mexico,MEX,KOR,True,False,0,1,1,2,3,35
1968,Mexico,MEX,PAK,True,False,1,0,0,1,3,36
1968,Mexico,MEX,UGA,True,False,0,1,1,2,3,37
1968,Mexico,MEX,VEN,True,False,1,0,0,1,3,38
1968,Mexico,MEX,ARG,True,False,0,0,2,2,2,39
1968,Mexico,MEX,CMR,True,False,0,1,0,1,2,40
1968,Mexico,MEX,JAM,True,False,0,1,0,1,2,41
1968,Mexico,MEX,GRE,True,False,0,0,1,1,1,42
1968,Mexico,MEX,IND,True,False,0,0,1,1,1,43
1968,Mexico,MEX,TPE,True,False,0,0,1,1,1,44
1968,Grenoble,FRA,NOR,False,True,10,7,2,19,46,1
1968,Grenoble,FRA,URS,False,True,7,4,2,13,31,2
1968,Grenoble,FRA,AUT,False,True,3,4,4,11,21,3
1968,Grenoble,FRA,SWE,False,True,3,4,3,10,20,4
1968,Grenoble,FRA,FRA,False,True,4,2,2,8,18,5
1968,Grenoble,FRA,NED,False,True,3,3,3,9,18,6
1968,Grenoble,FRA,FRG,False,True,2,2,3,7,13,7
1968,Grenoble,FRA,FIN,False,True,1,2,3,6,10,8
1968,Grenoble,FRA,USA,False,True,1,3,1,5,10,9
1968,Grenoble,FRA,ITA,False,True,3,0,0,3,9,10
1968,Grenoble,FRA,SUI,False,True,0,2,4,6,8,11
1968,Grenoble,FRA,TCH,False,True,1,2,1,4,8,12
1968,Grenoble,FRA,GDR,False,True,1,1,2,4,7,13
1968,Grenoble,FRA,CAN,False,True,1,1,1,3,6,14
1968,Grenoble,FRA,ROU,False,True,0,0,1,1,1,15
1964,Tokyo,JPN,USA,True,False,42,26,27,95,205,1
1964,Tokyo,JPN,URS,True,False,36,31,33,100,203,2
1964,Tokyo,JPN,EUA,True,False,12,28,20,60,112,3
1964,Tokyo,JPN,JPN,True,False,18,5,8,31,72,4
1964,Tokyo,JPN,ITA,True,False,11,10,7,28,60,5
1964,Tokyo,JPN,HUN,True,False,11,6,6,23,51,6
1964,Tokyo,JPN,POL,True,False,9,6,10,25,49,7
1964,Tokyo,JPN,AUS,True,False,6,3,14,23,38,8
1964,Tokyo,JPN,GBR,True,False,3,12,2,17,35,9
1964,Tokyo,JPN,TCH,True,False,5,7,3,15,32,10
1964,Tokyo,JPN,FRA,True,False,1,9,8,18,29,11
1964,Tokyo,JPN,ROU,True,False,2,4,8,14,22,12
1964,Tokyo,JPN,BUL,True,False,3,5,2,10,21,13
1964,Tokyo,JPN,NED,True,False,2,5,4,11,20,14
1964,Tokyo,JPN,SWE,True,False,2,2,4,8,14,15
1964,Tokyo,JPN,TUR,True,False,2,3,1,6,13,16
1964,Tokyo,JPN,DEN,True,False,2,1,3,6,11,17
1964,Tokyo,JPN,FIN,True,False,3,0,2,5,11,18
1964,Tokyo,JPN,NZL,True,False,3,0,2,5,11,19
1964,Tokyo,JPN,SUI,True,False,1,3,1,5,10,20
1964,Tokyo,JPN,YUG,True,False,2,1,2,5,10,21
1964,Tokyo,JPN,CAN,True,False,1,2,1,4,8,22
1964,Tokyo,JPN,BEL,True,False,2,0,1,3,7,23
1964,Tokyo,JPN,TTO,True,False,0,1,4,5,6,24
1964,Tokyo,JPN,KOR,True,False,0,2,1,3,5,25
1964,Tokyo,JPN,BAH,True,False,1,0,0,1,3,26
1964,Tokyo,JPN,ETH,True,False,1,0,0,1,3,27
1964,Tokyo,JPN,IND,True,False,1,0,0,1,3,28
1964,Tokyo,JPN,TUN,True,False,0,1,1,2,3,29
1964,Tokyo,JPN,ARG,True,False,0,1,0,1,2,30
1964,Tokyo,JPN,CUB,True,False,0,1,0,1,2,31
1964,Tokyo,JPN,IRI,True,False,0,0,2,2,2,32
1964,Tokyo,JPN,PAK,True,False,0,1,0,1,2,33
1964,Tokyo,JPN,PHI,True,False,0,1,0,1,2,34
1964,Tokyo,JPN,BRA,True,False,0,0,1,1,1,35
1964,Tokyo,JPN,GHA,True,False,0,0,1,1,1,36
1964,Tokyo,JPN,IRL,True,False,0,0,1,1,1,37
1964,Tokyo,JPN,KEN,True,False,0,0,1,1,1,38
1964,Tokyo,JPN,MEX,True,False,0,0,1,1,1,39
1964,Tokyo,JPN,NGR,True,False,0,0,1,1,1,40
1964,Tokyo,JPN,URU,True,False,0,0,1,1,1,41
1964,Innsbruck,AUS,URS,False,True,13,7,7,27,60,1
1964,Innsbruck,AUS,NOR,False,True,3,6,6,15,27,2
1964,Innsbruck,AUS,AUT,False,True,3,5,3,11,22,3
1964,Innsbruck,AUS,FIN,False,True,3,5,2,10,21,4
1964,Innsbruck,AUS,SWE,False,True,4,2,1,7,17,5
1964,Innsbruck,AUS,EUA,False,True,2,2,3,7,13,6
1964,Innsbruck,AUS,FRA,False,True,2,3,0,5,12,7
1964,Innsbruck,AUS,USA,False,True,1,2,4,7,11,8
1964,Innsbruck,AUS,CAN,False,True,1,1,1,3,6,9
1964,Innsbruck,AUS,ITA,False,True,0,1,3,4,5,10
1964,Innsbruck,AUS,NED,False,True,1,1,0,2,5,11
1964,Innsbruck,AUS,GBR,False,True,1,0,0,1,3,12
1964,Innsbruck,AUS,PRK,False,True,0,1,0,1,2,13
1964,Innsbruck,AUS,TCH,False,True,0,0,1,1,1,14
1960,Squaw Valley,USA,URS,False,True,5,7,10,22,39,1
1960,Squaw Valley,USA,EUA,False,True,4,3,1,8,19,2
1960,Squaw Valley,USA,FIN,False,True,3,3,3,9,18,3
1960,Squaw Valley,USA,NOR,False,True,3,4,0,7,17,4
1960,Squaw Valley,USA,USA,False,True,2,4,3,9,17,5
1960,Squaw Valley,USA,SWE,False,True,3,2,2,7,15,6
1960,Squaw Valley,USA,AUT,False,True,1,2,3,6,10,7
1960,Squaw Valley,USA,CAN,False,True,2,1,1,4,9,8
1960,Squaw Valley,USA,FRA,False,True,1,0,2,3,5,9
1960,Squaw Valley,USA,NED,False,True,0,1,1,2,3,10
1960,Squaw Valley,USA,POL,False,True,0,1,1,2,3,11
1960,Squaw Valley,USA,SUI,False,True,1,0,0,1,3,12
1960,Squaw Valley,USA,TCH,False,True,0,1,0,1,2,13
1960,Squaw Valley,USA,ITA,False,True,0,0,1,1,1,14
1960,Rome,ITA,URS,True,False,47,29,31,107,230,1
1960,Rome,ITA,USA,True,False,41,19,16,76,177,2
1960,Rome,ITA,EUA,True,False,13,22,12,47,95,3
1960,Rome,ITA,ITA,True,False,15,11,18,44,85,4
1960,Rome,ITA,AUS,True,False,9,12,8,29,59,5
1960,Rome,ITA,HUN,True,False,10,8,7,25,53,6
1960,Rome,ITA,JPN,True,False,8,8,8,24,48,7
1960,Rome,ITA,POL,True,False,4,6,11,21,35,8
1960,Rome,ITA,GBR,True,False,2,7,13,22,33,9
1960,Rome,ITA,TUR,True,False,7,2,0,9,25,10
1960,Rome,ITA,TCH,True,False,3,3,3,9,18,11
1960,Rome,ITA,ROU,True,False,3,1,6,10,17,12
1960,Rome,ITA,DEN,True,False,2,3,2,7,14,13
1960,Rome,ITA,SWE,True,False,2,2,3,7,13,14
1960,Rome,ITA,BUL,True,False,1,3,3,7,12,15
1960,Rome,ITA,SUI,True,False,0,4,3,7,11,16
1960,Rome,ITA,FIN,True,False,1,1,3,5,8,17
1960,Rome,ITA,FRA,True,False,0,2,3,5,7,18
1960,Rome,ITA,NZL,True,False,2,0,1,3,7,19
1960,Rome,ITA,BEL,True,False,0,2,2,4,6,20
1960,Rome,ITA,AUT,True,False,1,1,0,2,5,21
1960,Rome,ITA,IRI,True,False,0,1,3,4,5,22
1960,Rome,ITA,YUG,True,False,1,1,0,2,5,23
1960,Rome,ITA,NED,True,False,0,1,2,3,4,24
1960,Rome,ITA,PAK,True,False,1,0,1,2,4,25
1960,Rome,ITA,RSA,True,False,0,1,2,3,4,26
1960,Rome,ITA,ARG,True,False,0,1,1,2,3,27
1960,Rome,ITA,EGY,True,False,0,1,1,2,3,28
1960,Rome,ITA,ETH,True,False,1,0,0,1,3,29
1960,Rome,ITA,GRE,True,False,1,0,0,1,3,30
1960,Rome,ITA,NOR,True,False,1,0,0,1,3,31
1960,Rome,ITA,BRA,True,False,0,0,2,2,2,32
1960,Rome,ITA,CAN,True,False,0,1,0,1,2,33
1960,Rome,ITA,GHA,True,False,0,1,0,1,2,34
1960,Rome,ITA,IND,True,False,0,1,0,1,2,35
1960,Rome,ITA,MAR,True,False,0,1,0,1,2,36
1960,Rome,ITA,POR,True,False,0,1,0,1,2,37
1960,Rome,ITA,SGP,True,False,0,1,0,1,2,38
1960,Rome,ITA,TPE,True,False,0,1,0,1,2,39
1960,Rome,ITA,BWI,True,False,0,0,1,1,1,40
1960,Rome,ITA,ESP,True,False,0,0,1,1,1,41
1960,Rome,ITA,IRQ,True,False,0,0,1,1,1,42
1960,Rome,ITA,MEX,True,False,0,0,1,1,1,43
1960,Rome,ITA,VEN,True,False,0,0,1,1,1,44
